age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
84,4,163638,15,13,2,7,3,4,1,62318,0,50,37,0
40,4,113080,14,11,2,0,4,4,0,9498,0,36,41,0
32,0,86161,15,13,0,4,4,4,0,0,181,42,25,0
21,4,122271,15,10,4,3,5,4,1,15472,63,37,33,0
58,6,155852,12,4,2,10,0,4,0,1199,0,27,41,0
28,0,137003,1,10,2,2,3,4,1,2533,3,45,33,0
27,1,83320,14,7,0,1,0,2,0,512,489,26,32,0
35,0,267266,15,9,0,0,1,4,1,17581,80,47,24,1
43,6,151750,11,7,0,4,3,4,1,2604,103,47,38,0
37,4,428247,14,8,2,7,1,2,1,63143,0,37,33,0
49,4,180777,14,9,2,3,5,4,1,16514,0,28,23,0
19,4,149717,14,8,2,7,0,2,1,34436,8,41,31,0
30,4,178597,15,9,2,13,0,4,1,646,348,41,31,1
29,4,93737,14,9,2,6,1,4,1,32173,0,26,18,0
36,4,25052,13,7,2,7,1,4,0,20152,7,49,41,0
40,0,37150,15,11,2,10,1,4,1,2510,421,56,41,0
26,4,182250,15,8,4,5,2,1,1,740,278,44,29,0
25,4,227650,15,12,4,1,1,4,1,3661,1001,46,41,0
42,4,596016,12,11,2,10,0,4,1,90116,0,32,41,0
43,4,185617,15,9,4,13,4,2,1,8700,7,15,26,1
35,4,90428,11,11,2,6,3,4,1,84473,12,14,26,1
25,4,133425,1,7,2,3,0,4,0,36337,0,25,41,0
39,4,49279,14,14,5,10,0,4,1,47814,17,47,26,0
54,4,117441,15,9,4,9,0,4,1,66,10,63,34,0
32,4,66285,6,6,2,8,3,4,0,90239,284,39,41,0
30,0,35203,15,11,2,13,0,4,1,1089,3,39,30,1
37,0,69429,15,16,2,5,0,4,1,98872,804,38,40,0
83,0,244450,10,13,3,11,0,4,0,1030,4,62,17,0
24,4,211403,15,10,2,1,2,4,0,1063,0,20,41,0
34,0,275506,15,13,0,1,3,4,0,32161,0,34,31,1
36,4,500946,14,11,6,2,4,4,0,16956,0,55,41,0
36,0,238283,14,3,0,1,3,4,0,134,134,32,28,0
18,6,66280,15,6,4,5,0,4,0,2,16,21,27,0
46,4,208548,13,7,2,3,0,4,1,46,56,28,25,0
50,2,288157,13,11,2,8,1,4,1,13056,1,40,40,0
23,7,314094,13,7,4,2,0,4,1,45087,0,12,22,0
28,5,148863,13,5,2,0,0,4,1,44544,0,40,41,0
32,4,145238,4,8,2,13,0,1,1,9582,0,44,39,0
61,4,71287,11,11,2,14,0,4,1,34845,15,46,41,0
46,5,154129,12,14,2,0,0,4,1,526,10,48,23,1
34,0,25769,9,13,2,12,0,4,1,10927,4,52,41,1
65,4,160427,15,12,0,8,1,4,1,40,45,45,40,0
31,4,270818,6,9,4,14,3,4,0,10306,32,46,41,1
59,4,73305,13,6,0,13,1,3,1,8469,0,31,41,0
39,4,526600,11,9,2,0,3,4,0,30721,0,51,41,1
47,6,21089,15,10,2,11,0,4,0,87586,459,56,41,1
51,4,155939,14,10,2,2,0,4,1,79312,17,34,32,1
26,4,307844,15,10,4,5,3,4,1,25861,0,26,29,0
34,4,102014,15,8,3,8,1,4,0,21159,0,56,41,0
31,4,381054,13,5,4,9,0,4,1,984,48,35,32,0
18,4,200657,15,11,4,9,4,4,1,33096,14,24,36,0
39,4,86510,7,5,4,8,0,4,1,85,3,47,41,0
71,1,96076,14,11,2,7,0,4,1,2362,183,7,35,0
22,1,95847,15,11,4,6,3,4,0,54784,0,41,38,0
31,4,154146,15,7,4,7,3,4,0,62,90,32,41,0
18,4,147944,11,10,4,12,1,4,1,48,439,48,26,0
29,4,105022,7,13,2,6,1,4,0,71596,14,27,41,0
21,6,70517,15,10,2,6,0,4,0,0,18,38,41,0
35,4,305440,14,9,2,7,3,4,1,28,0,16,33,0
39,5,101369,14,8,2,3,0,4,1,2179,614,52,41,0
53,4,38729,15,15,2,9,1,1,1,99751,17,47,41,0
27,6,309986,15,10,2,4,4,4,0,320,1,26,32,0
38,4,23598,14,13,2,13,3,4,0,15638,1,51,41,0
63,4,223528,11,10,6,1,1,4,1,16992,197,67,31,0
23,4,85367,15,10,4,1,0,4,1,25771,0,30,25,1
37,4,156733,13,12,2,4,2,4,0,6411,91,23,33,0
35,1,170022,4,9,0,12,0,4,1,6093,65,38,41,0
31,4,109900,3,12,4,12,0,4,1,78498,0,36,8,1
31,4,58924,14,11,2,0,4,4,0,1141,191,34,41,0
31,4,81945,2,8,4,9,0,4,1,35,196,35,32,0
40,4,327194,14,9,2,10,0,4,0,201,178,19,38,0
18,1,352652,14,14,2,4,3,4,1,7507,1,31,28,0
60,4,28871,11,13,0,9,0,4,1,47520,0,31,34,1
33,0,94493,15,13,2,12,4,4,1,24759,0,60,31,1
23,4,174943,14,10,4,3,1,4,0,446,49,66,41,0
17,4,123261,14,10,4,7,4,1,0,1,0,31,41,0
29,4,53989,14,12,4,5,0,4,0,49457,0,42,41,0
30,4,353979,14,10,4,10,0,2,0,5368,0,38,26,0
59,4,165262,13,7,2,0,4,4,0,10,97,30,21,0
21,4,131455,13,9,4,2,4,2,0,31,15,42,33,1
19,4,446737,13,5,4,13,3,4,1,49691,328,20,26,0
27,4,222570,13,9,4,2,3,4,1,13334,7,36,32,0
48,7,80966,15,14,2,1,3,4,1,96345,0,46,17,0
45,6,253837,14,9,0,1,0,4,1,10841,1,58,34,0
37,4,290587,12,7,4,11,0,4,1,84124,0,32,14,0
42,4,226081,14,6,2,1,4,4,1,19658,125,29,25,0
29,6,243292,14,7,2,3,0,4,0,156,12,34,26,1
54,6,417443,14,13,2,3,0,4,1,2308,0,36,38,1
58,4,206810,3,15,0,2,1,4,0,13463,2,66,38,1
51,5,209061,14,11,4,12,1,4,1,16416,106,37,41,0
21,6,81324,9,12,4,13,1,4,1,3,5,55,40,0
19,4,180493,15,11,4,12,0,4,1,223,612,24,34,0
37,4,443502,11,11,2,6,1,4,1,75306,0,33,38,0
39,4,37933,9,11,2,0,1,4,0,83722,0,17,33,0
40,0,322777,1,10,3,3,4,4,0,83749,1,23,20,0
20,7,145490,15,10,4,2,3,4,0,364,6,46,32,0
32,0,168052,13,16,6,1,4,2,0,1773,0,52,32,0
17,4,63978,8,4,0,1,0,4,1,0,1,45,19,1
64,6,371261,11,10,0,11,0,4,0,40528,0,66,38,0
34,2,197626,15,7,4,4,3,4,1,9342,1,21,38,0
33,6,93836,12,8,2,0,4,4,1,9788,4,39,26,0
44,4,258418,14,16,2,13,1,4,1,5698,0,45,31,0
36,4,74007,13,14,4,13,3,4,0,12946,0,27,30,0
33,4,319349,13,10,2,13,0,4,1,779,44,69,30,0
56,4,282515,14,16,2,13,4,4,1,37,300,27,27,0
49,4,238339,4,8,2,7,3,4,1,348,0,45,36,1
45,4,130330,14,9,2,10,0,4,1,9863,316,43,13,0
20,4,144883,14,12,4,7,4,4,0,10620,0,35,25,1
50,6,90737,14,11,4,10,1,4,1,67,0,37,41,1
21,4,285123,10,13,4,1,4,4,0,29193,0,20,41,1
61,0,184854,4,10,2,0,1,4,0,109,0,41,39,0
44,4,85793,15,12,0,7,1,4,1,53,18,40,41,0
32,2,67813,5,11,4,1,3,4,1,8,96,27,41,1
34,4,212654,15,14,2,3,4,2,0,30913,8,29,20,0
23,4,110950,10,6,2,1,2,4,0,21481,0,35,22,0
52,4,232873,10,8,2,8,0,4,1,14683,589,55,21,0
55,6,213502,7,11,2,9,1,1,0,13985,0,34,41,0
41,4,250414,7,5,0,0,0,4,0,22,5,36,41,0
37,4,143819,12,8,0,6,1,4,1,0,0,46,41,0
29,2,139020,14,11,4,11,2,4,1,25563,208,46,23,1
50,4,98261,12,8,2,9,0,4,0,4496,9,18,38,0
39,4,97057,12,9,2,9,3,4,1,13815,0,44,34,0
42,4,69810,15,9,2,1,1,4,1,4,663,34,40,1
20,4,233403,10,5,2,12,0,2,0,17800,0,29,7,0
29,4,254432,7,9,2,3,3,4,0,14372,2,27,33,0
39,4,241600,15,11,2,13,0,4,1,7,109,60,33,1
37,2,69923,14,10,4,10,0,4,1,98702,20,44,36,1
36,4,48788,12,8,0,10,3,1,1,2,7,29,22,0
25,4,214723,11,7,4,10,4,2,1,16208,0,36,27,0
21,2,286930,9,9,2,7,1,2,1,185,7,34,30,0
25,4,80049,11,9,2,11,4,4,0,45331,14,41,35,0
30,4,61933,15,9,2,0,0,4,0,12557,0,47,31,0
50,7,297818,12,10,2,8,0,4,1,20806,0,40,35,0
41,2,191549,15,11,2,1,5,4,1,1316,4,41,40,0
37,4,172213,15,8,2,12,1,4,0,3448,0,20,27,0
25,4,146133,9,13,4,8,4,4,1,3226,32,40,41,0
25,4,86385,15,9,4,9,1,4,0,97615,0,12,24,1
58,4,76816,2,7,4,0,3,4,1,1079,2,42,38,0
32,4,333457,14,8,0,13,1,4,1,23851,263,16,31,0
40,4,133728,15,6,4,12,3,4,0,631,5,41,41,0
34,6,293756,5,11,0,3,3,4,0,22252,145,38,41,0
19,4,371404,13,7,4,8,1,4,0,1380,71,22,38,0
26,4,112223,14,10,2,3,0,4,0,8638,0,30,41,0
48,4,434704,14,16,4,14,1,4,0,2,242,48,41,1
29,4,91283,6,11,4,3,1,4,0,3692,50,50,38,0
39,4,250919,10,11,2,11,0,4,1,80909,174,48,41,1
22,4,357853,4,6,4,9,0,2,1,21,1,77,21,0
47,4,215072,10,7,2,3,3,4,1,4384,0,32,23,1
21,4,26758,15,16,2,10,0,4,0,10187,275,44,39,1
22,4,117985,14,12,4,5,0,4,1,281,149,30,31,1
52,5,111095,15,12,2,6,1,4,0,16309,26,36,41,0
50,4,215490,14,6,2,9,1,4,0,4472,231,43,12,0
44,6,552278,15,14,2,5,0,4,1,23935,65,44,41,0
22,4,182445,5,8,2,14,1,4,1,22553,0,50,27,0
19,4,156622,6,9,4,12,0,4,1,12223,159,62,35,0
44,4,226273,14,8,4,11,0,4,1,5405,1,48,29,0
32,4,266807,15,10,2,0,3,4,1,2817,185,32,41,0
27,4,280221,13,11,2,13,0,4,0,362,267,41,16,0
37,4,235745,12,9,2,14,1,1,1,1,0,41,41,0
31,4,33371,14,13,2,0,3,2,0,2,362,46,25,1
23,4,264136,14,13,0,4,1,4,1,75611,0,37,41,1
55,4,342173,15,10,2,6,1,4,1,26487,1071,46,28,1
31,4,390241,15,11,0,3,3,4,0,6980,113,36,26,0
45,4,463185,11,1,2,6,3,4,1,14249,286,33,38,0
46,4,222703,14,10,0,1,4,0,1,31924,0,42,41,1
48,4,354508,14,7,2,13,0,4,1,2429,344,32,24,0
29,5,89683,10,10,4,0,0,4,1,51794,341,26,41,1
54,4,82611,15,11,0,12,4,4,1,17710,0,23,41,0
29,4,411023,15,12,4,1,0,4,1,96616,0,45,41,0
33,4,44585,15,8,2,13,4,4,1,37656,0,33,41,0
26,4,69509,9,14,4,13,1,1,0,40155,0,23,20,1
24,4,97587,15,8,2,12,0,2,1,12885,5,45,35,0
30,4,405908,6,7,5,6,0,4,1,1984,176,31,30,0
39,7,435973,8,12,2,13,0,4,0,2659,92,20,40,1
36,4,211161,10,10,2,12,1,4,1,11168,2,30,33,0
66,2,235586,15,11,2,2,4,4,1,97714,228,36,27,1
61,4,195504,15,8,5,8,2,4,1,417,0,26,39,0
49,4,419701,14,10,2,12,0,4,1,31494,21,49,41,1
32,6,292721,15,12,2,7,2,4,1,461,60,31,16,1
40,4,52065,13,4,2,7,0,4,1,14139,0,23,26,0
25,4,72755,15,9,2,7,2,4,1,1432,12,33,41,0
39,4,156949,2,8,0,6,0,4,1,7,1,47,19,0
21,4,100582,13,13,4,1,1,2,1,19169,65,51,31,0
32,4,156299,15,7,2,0,1,4,0,60,1134,54,41,0
33,4,141850,6,12,2,5,3,4,1,85339,36,36,41,1
67,6,61780,10,15,2,1,1,4,1,72501,29,30,17,0
43,6,543426,3,13,0,9,1,4,1,6969,146,51,18,0
38,4,206408,11,8,2,1,0,4,0,1123,63,30,28,0
25,7,140634,15,7,4,1,4,4,1,50741,1,18,23,0
23,5,101497,15,8,4,4,5,4,1,17723,1,46,22,0
21,6,418159,13,7,2,0,5,4,0,3,28,41,10,0
46,4,370825,4,13,2,0,1,4,0,9394,144,63,32,0
32,4,50580,10,7,2,10,0,4,1,8248,2,45,39,0
35,4,242588,5,7,2,10,5,4,0,49725,0,35,38,1
31,4,272128,8,12,2,13,0,4,0,1053,88,34,41,0
47,4,436151,14,10,5,1,0,2,1,93536,0,41,38,0
24,5,341558,14,10,0,2,0,4,1,3505,362,44,40,0
33,4,113234,15,13,2,9,4,4,0,12945,16,43,41,1
65,0,119140,12,15,2,12,1,4,1,29044,171,74,26,1
46,4,413767,11,10,4,10,0,4,1,3959,7,39,22,0
46,1,70397,14,7,2,2,3,4,1,40,0,45,41,1
33,4,68261,7,11,2,4,4,4,0,57658,15,19,41,0
50,4,233760,14,8,3,2,0,4,1,756,241,47,41,0
52,4,57238,15,10,2,4,0,4,0,88184,310,47,28,0
32,4,350648,15,9,2,14,4,4,1,69651,0,35,18,0
45,4,55704,6,12,4,14,0,4,1,86203,1,31,38,0
32,4,61606,9,12,4,4,5,4,0,271,130,50,39,0
59,4,269412,15,10,2,10,3,4,1,92133,33,44,41,0
45,4,187226,9,12,2,3,1,4,1,3,127,29,28,1
21,4,170275,7,10,2,1,3,4,0,190,5,61,41,0
26,4,82000,15,5,2,8,1,4,1,1552,0,41,33,0
32,0,65577,9,10,2,1,0,4,1,86708,0,28,41,1
28,7,376675,15,8,2,8,0,4,1,19,44,44,32,0
18,4,176032,15,8,2,9,4,1,1,292,0,40,41,0
40,4,185281,2,6,2,6,0,4,1,526,8,25,41,0
58,4,56225,9,8,0,7,1,4,1,14,8,68,32,0
21,0,109055,15,9,4,8,0,4,1,128,227,29,41,0
30,4,118355,15,11,2,9,3,4,1,1346,2,48,29,0
31,4,303964,15,14,2,10,0,4,0,2,6,57,38,1
29,4,229922,15,7,6,1,0,4,1,4967,500,52,41,0
47,4,84806,14,9,5,0,4,4,1,4956,0,48,17,0
23,4,37798,7,8,2,13,0,4,1,1149,0,39,40,0
54,4,47126,4,12,0,7,4,4,0,99337,68,54,27,0
49,4,293888,10,8,0,9,5,4,0,5378,0,27,41,0
35,4,64243,14,13,2,4,2,4,0,26833,1,50,18,1
30,4,200431,15,9,2,1,3,4,0,502,0,20,30,1
61,4,220675,11,12,2,7,0,4,1,925,1,37,41,1
47,4,167746,15,13,2,6,0,4,0,5612,0,12,30,1
23,7,52487,15,6,0,0,0,4,0,246,0,45,22,1
47,4,162153,14,11,4,3,2,4,0,50673,0,42,40,0
33,0,94004,15,11,4,1,5,4,1,20,1713,35,41,0
21,4,132387,15,8,2,11,1,3,0,1448,35,28,31,0
49,4,46924,15,7,2,6,0,2,1,51688,0,56,39,0
20,4,212934,5,8,4,3,4,4,1,47462,0,25,22,0
33,0,57701,11,15,2,13,0,4,1,31410,6,34,41,1
36,4,169092,10,9,2,5,1,4,1,18655,636,60,38,0
31,7,140781,15,13,4,3,1,4,1,12735,329,59,31,0
24,6,149352,1,7,1,5,3,2,1,4452,6,33,41,0
34,5,258219,14,9,2,7,3,4,1,55430,42,61,28,1
22,4,308106,13,9,4,10,3,4,1,520,16,54,41,1
58,4,310813,12,5,4,10,1,4,1,428,0,38,41,1
37,4,370301,14,12,4,10,1,4,1,174,65,42,41,0
38,4,58400,12,5,4,7,0,4,1,2317,392,41,21,0
69,0,486524,9,8,0,4,1,4,1,0,0,36,28,0
41,4,46897,11,13,4,7,0,4,1,3720,3,42,30,0
36,4,470425,9,6,2,1,5,4,0,37457,1,38,38,0
29,6,325237,11,11,2,3,1,4,1,54166,0,35,41,1
34,4,282939,11,7,4,5,0,4,1,60668,291,41,38,0
29,4,300815,10,10,4,12,0,4,1,95408,21,57,12,1
21,4,149366,15,11,4,7,1,4,0,77192,2,37,41,0
37,4,118281,14,13,4,13,3,4,1,84256,411,58,19,0
41,7,325550,10,11,4,4,1,2,0,1592,53,49,22,0
22,4,180544,13,10,2,2,4,4,0,92742,0,33,24,0
34,4,179539,15,7,2,8,5,4,0,51662,0,67,30,0
51,4,149626,13,10,2,13,0,4,1,92979,1,44,29,0
52,4,33729,15,8,5,12,5,4,0,0,281,36,32,0
37,4,185235,15,10,0,8,0,4,1,36849,3,33,36,0
58,4,267014,11,9,0,3,0,4,1,1638,0,38,5,1
39,4,228251,4,7,2,9,0,4,0,21071,5,56,41,1
55,7,99954,6,13,6,2,1,4,1,77,1,61,41,0
19,4,68405,15,10,4,11,1,4,1,9530,69,38,39,1
43,4,193363,9,8,4,3,0,4,1,25465,48,48,27,1
34,4,193025,15,12,2,10,2,4,1,39145,526,42,41,0
55,0,109033,8,15,6,6,4,4,1,1100,1,35,30,1
35,4,322019,15,5,4,5,3,4,1,62924,0,47,29,0
33,7,36525,13,12,4,13,1,4,1,13939,21,24,36,1
58,4,129895,13,9,2,1,1,4,1,0,0,27,41,0
25,1,170975,4,8,4,1,3,4,1,12056,137,79,38,1
30,4,232732,3,10,3,11,3,4,1,316,0,39,35,0
19,6,280796,12,12,4,7,0,4,1,45542,9,40,20,1
37,4,197826,12,10,2,9,1,4,1,67510,6,57,32,0
33,4,174362,6,11,4,5,2,4,1,142,24,49,41,0
36,4,75913,11,16,2,3,0,4,1,87468,10,20,41,1
39,4,80245,15,12,0,3,4,4,1,659,37,26,38,0
34,2,302408,13,11,2,11,1,4,0,5,0,51,28,0
41,4,272258,11,10,0,8,3,4,0,23544,0,42,26,0
31,4,272339,13,16,2,9,0,4,1,1403,2,48,41,0
55,2,171743,15,14,4,13,0,1,0,31022,1,38,39,0
25,4,150613,9,12,2,4,1,4,1,902,15,11,41,0
62,4,86433,15,5,2,13,0,4,1,11865,57,30,37,0
30,4,127499,14,11,4,8,2,4,1,89002,43,38,31,1
55,6,287612,15,14,2,1,0,3,0,88358,96,47,21,1
29,4,122670,15,11,2,4,3,4,0,7949,25,33,30,1
27,4,117611,10,11,0,7,3,4,1,58267,26,72,41,0
40,4,286463,13,10,0,5,3,4,0,61903,3,49,22,0
21,4,228235,15,10,4,2,3,4,0,627,21,58,36,1
45,4,136313,14,8,2,10,1,4,1,1209,1,29,41,0
71,4,533822,7,9,0,10,1,4,0,42030,0,60,41,0
35,4,277049,15,9,4,0,0,4,1,83452,0,26,35,1
17,4,262033,14,11,4,7,4,4,0,86586,47,22,41,0
38,4,123043,9,7,1,12,0,1,1,199,241,32,41,0
41,4,195268,14,11,0,8,1,4,0,72856,5,15,30,0
25,4,141295,14,9,4,13,3,4,0,13280,9,22,37,0
35,7,533811,9,7,2,12,5,4,1,54073,0,48,33,0
61,2,378782,12,9,0,5,4,0,1,2372,1,52,25,1
51,7,102746,7,8,4,4,3,4,1,26698,0,49,41,1
71,4,229672,15,9,2,4,1,4,1,6941,0,38,33,0
43,4,111627,13,16,4,10,3,4,0,2917,1,40,41,0
51,4,162097,12,15,2,8,1,4,1,125,144,53,39,1
52,2,273596,14,15,6,12,0,1,0,74667,15,49,32,1
71,0,191897,7,10,2,0,4,4,1,72068,0,33,21,1
33,4,188756,10,8,4,1,0,4,1,0,0,52,41,0
50,4,207681,15,7,2,2,4,4,0,49537,48,26,41,0
67,4,627377,15,11,5,3,0,4,0,39042,187,25,41,0
67,4,241914,15,14,4,12,1,4,1,2,1,50,39,0
23,4,239314,11,8,2,13,1,4,1,107,4,38,19,0
39,4,185699,1,6,2,4,0,4,1,42890,43,41,41,0
40,4,160632,15,6,2,7,0,4,0,19807,0,56,32,0
20,6,91628,14,10,2,0,5,4,1,770,39,42,34,0
17,4,84877,15,11,4,14,5,2,0,31888,0,36,41,0
28,4,20594,11,10,0,13,0,4,0,614,0,24,41,0
52,4,88114,13,7,2,2,0,2,1,3,204,49,31,0
40,4,161856,13,10,4,8,4,4,1,29949,388,25,18,0
46,4,140989,15,16,2,2,1,4,1,45595,0,35,41,0
22,4,33344,15,11,4,5,0,4,1,10923,0,56,41,0
57,4,162772,15,10,2,10,3,4,0,0,30,40,41,0
22,2,385310,15,14,4,4,1,4,1,2524,55,24,35,0
50,4,101619,8,4,2,10,1,4,0,39284,0,13,32,0
36,4,80871,14,10,2,10,1,4,1,11218,11,35,41,0
21,4,326185,12,7,2,8,0,4,1,308,82,52,34,0
32,4,204039,15,14,4,1,5,4,0,8104,5,31,31,0
42,6,212701,14,7,2,7,5,4,1,16628,197,32,41,1
17,2,128551,14,11,4,1,4,2,0,7262,0,32,10,0
28,4,480433,14,7,2,8,0,4,1,5634,3,29,41,0
38,6,239094,12,9,6,3,4,2,1,24336,91,44,30,1
50,4,295204,7,7,2,11,3,2,1,11915,801,53,23,0
54,4,212130,12,6,0,6,3,4,1,1704,266,49,7,0
45,6,154671,13,14,2,7,1,4,0,33001,23,39,41,0
18,4,196672,15,14,4,8,1,4,1,47,10,63,37,1
41,0,122728,13,9,4,5,0,4,1,1525,13,53,41,0
38,5,103142,13,10,4,3,1,4,1,0,0,36,37,0
55,6,193119,13,13,2,13,4,2,1,80922,0,43,41,1
48,4,82650,2,7,2,12,0,4,1,68540,2,43,41,0
32,4,121458,13,10,4,8,5,4,1,137,99,31,18,0
28,4,512839,9,7,0,3,0,1,0,41842,1,61,25,1
63,4,193171,13,7,2,1,3,4,1,2373,1,25,41,0
18,4,97106,13,13,4,6,0,2,1,38647,0,51,41,0
80,6,365181,11,8,0,1,5,4,0,5861,262,58,36,1
26,2,90271,12,10,2,6,2,4,0,139,0,36,41,0
52,4,148785,5,10,4,7,1,4,1,35987,46,50,25,0
37,4,219734,11,9,2,6,3,4,1,0,44,48,32,0
53,5,122309,14,14,2,12,0,4,1,147,256,52,40,1
40,4,162446,14,10,4,1,3,4,1,21337,230,38,41,0
34,4,358380,15,11,2,1,3,2,1,723,0,45,41,0
17,4,137651,12,7,4,12,0,4,1,0,0,24,22,0
58,4,115688,10,4,0,4,1,2,1,280,46,50,26,0
24,4,155955,4,12,4,12,0,4,1,0,3,39,36,0
18,0,107838,14,12,4,5,2,2,0,13352,0,66,39,0
24,4,371428,3,5,4,0,0,4,1,4073,0,42,37,0
33,4,251515,15,12,6,5,1,4,0,3089,3,57,27,1
21,4,163169,15,10,4,13,0,4,0,2372,359,41,36,0
60,4,225126,15,12,2,1,4,4,1,1269,52,42,30,1
45,4,100320,8,7,0,5,1,4,1,74206,0,27,30,0
37,4,295467,14,10,4,14,3,2,0,57810,56,37,27,0
25,4,50999,14,11,4,1,0,4,1,35080,0,38,41,0
30,4,55756,9,11,4,9,4,4,1,15301,0,16,40,0
22,4,241564,13,13,2,9,0,4,0,33343,45,31,23,0
76,6,335952,15,13,2,3,3,4,1,36031,6,40,37,1
27,4,106524,11,10,0,1,0,4,0,2837,0,23,40,1
52,4,229105,15,16,2,9,3,2,0,16972,46,29,37,1
52,0,195089,14,11,2,2,0,1,1,54371,59,70,23,0
58,4,31023,13,6,6,5,4,4,0,1,1,39,41,0
55,5,155320,15,9,5,1,3,4,1,10339,0,39,41,0
29,4,83754,11,8,2,13,0,4,0,8,1,28,41,0
33,5,252046,14,6,2,10,3,4,1,870,33,43,41,0
35,4,77251,15,7,2,0,4,4,1,1718,24,42,34,0
20,4,83505,15,14,0,2,0,4,1,25790,137,34,30,0
46,4,275788,15,11,4,0,5,0,1,84051,6,47,39,1
55,4,158743,14,10,5,11,4,4,0,20548,1,38,41,0
27,2,126684,12,14,2,13,1,1,0,599,110,41,39,0
33,4,83632,6,9,4,4,4,4,0,23857,0,42,30,0
28,7,142037,15,9,2,2,0,4,0,383,2,33,41,1
61,4,27414,15,9,2,10,1,4,1,57728,0,38,41,0
23,4,91275,15,9,2,7,0,4,0,31326,0,22,25,0
42,6,268293,15,16,0,3,1,4,1,24901,111,51,21,0
64,2,196188,3,13,0,3,2,4,1,9845,0,57,36,1
37,2,115725,15,12,4,5,0,4,1,9629,93,50,40,0
63,2,311074,15,12,0,1,0,4,1,4099,876,52,41,1
36,4,114195,9,9,3,4,0,4,0,1177,6,42,39,0
38,6,86115,10,15,4,7,0,1,0,5366,31,43,26,0
47,5,570328,6,8,2,11,0,4,1,226,0,27,39,0
26,4,58863,15,6,2,4,0,2,0,49080,10,17,27,0
22,4,431289,3,11,4,8,1,4,0,34603,3,30,41,1
42,4,426790,11,13,4,2,2,4,1,12543,239,29,21,0
48,2,222813,8,6,4,1,0,4,0,34444,0,41,41,0
55,4,325664,10,8,2,8,0,2,1,1190,0,43,41,0
35,4,97537,15,12,4,4,0,4,0,671,79,45,35,0
52,4,50944,8,12,4,2,5,4,0,27,86,38,31,0
47,4,389818,15,7,2,4,3,4,0,5,0,32,33,0
19,6,65310,15,9,2,6,0,4,1,2902,0,51,30,1
21,4,83129,15,13,2,5,1,2,0,82441,0,46,41,0
49,4,425619,14,10,0,4,0,4,1,87329,54,41,41,1
25,6,66079,15,14,4,13,0,4,0,86508,0,53,35,1
57,1,348334,14,16,2,12,1,4,1,68596,51,75,32,1
47,4,130428,10,15,2,12,1,4,1,4711,0,14,36,0
19,4,93547,5,9,4,4,0,4,1,1792,0,26,30,0
26,4,304809,13,10,4,2,0,4,1,3207,50,55,41,0
47,6,19709,15,16,4,1,0,4,0,1461,9,26,34,0
32,4,110681,14,8,4,12,0,4,1,18152,195,39,41,0
38,4,251951,10,8,2,3,1,2,1,3399,5,41,41,0
30,4,55147,12,7,2,6,1,4,0,4112,369,32,22,0
55,4,255852,15,13,2,13,2,4,1,87152,4,39,29,0
64,1,110898,11,10,5,12,1,4,0,1272,23,56,29,1
35,4,156807,5,13,0,9,5,4,0,49849,0,43,41,1
25,4,414959,15,6,4,11,0,4,1,5698,1,38,41,0
20,4,129560,10,11,2,5,1,4,1,563,0,58,41,1
30,6,126742,15,15,0,1,1,4,0,26763,90,59,41,1
62,4,41682,2,9,3,12,0,4,0,16993,0,55,32,0
43,4,246359,10,9,4,12,0,4,1,73075,0,42,37,1
34,4,189340,10,11,2,5,0,4,1,74005,1,45,41,1
19,4,64431,15,13,4,9,0,2,1,1086,0,37,41,0
45,0,57334,14,9,4,7,0,4,1,26139,0,57,41,0
47,4,160229,15,10,2,2,4,2,1,57198,0,48,30,0
36,4,56713,15,9,4,2,0,2,1,417,0,46,23,0
49,4,56445,12,11,2,11,0,4,1,624,0,52,40,0
49,4,74289,8,13,2,6,1,4,1,19510,0,49,30,1
27,0,151931,11,10,2,4,0,4,1,27026,0,32,19,1
54,5,118796,15,11,2,10,1,4,1,59400,217,53,36,0
58,1,152857,14,16,0,1,1,4,1,72031,1,44,37,0
21,2,161741,15,11,4,12,0,4,1,4695,10,41,41,1
31,6,47435,15,16,2,1,1,4,1,81234,0,41,31,0
39,6,153045,1,10,2,5,1,4,1,29850,234,48,37,0
36,7,198746,8,10,2,1,0,4,0,31751,22,33,41,0
39,4,103572,9,11,2,10,0,4,1,18307,0,47,18,0
38,1,37279,1,11,4,11,2,4,1,18601,0,21,20,1
40,4,62074,15,10,2,0,0,4,1,11816,0,37,41,1
26,4,367525,13,4,2,2,3,4,0,1006,105,6,35,0
64,6,238344,12,7,2,7,0,4,1,19855,53,45,41,0
47,4,131146,15,8,0,1,5,4,1,35162,114,43,41,0
65,6,109116,15,10,2,1,0,4,1,98297,0,49,41,0
19,4,464233,6,15,2,10,3,4,0,56716,516,56,36,1
31,4,31338,15,15,4,14,1,4,1,99686,95,52,41,1
58,6,143166,14,8,2,1,1,4,1,92508,318,34,39,1
24,4,230026,15,10,4,3,1,4,0,2264,0,46,38,0
74,4,223895,15,9,2,9,0,4,1,4549,38,43,37,1
41,4,254162,15,16,4,9,1,4,1,19648,0,32,41,1
39,4,257333,14,9,0,10,0,4,1,46050,88,41,38,0
23,4,372781,14,8,4,1,1,4,0,7845,8,27,28,0
