age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
73,4,355574,14,16,2,10,0,4,1,15486,0,62,39,1
37,4,199329,15,10,2,0,0,4,1,25,2,36,39,1
23,4,92579,11,9,2,5,0,4,0,5,0,53,39,1
19,4,171798,11,9,4,12,3,4,0,0,1,66,39,0
41,1,302145,1,10,2,3,0,0,1,9,0,40,39,0
39,0,397488,11,9,2,1,0,4,1,26,0,40,39,0
25,0,419736,15,10,4,0,1,4,0,0,0,40,39,0
28,4,91116,8,12,4,3,1,4,1,13,1,50,39,0
19,4,191971,12,14,4,10,1,4,0,9,1,60,39,0
18,0,211971,11,9,4,0,3,4,1,25,0,40,39,0
30,4,327676,9,13,2,10,0,4,1,0,1,50,39,0
64,6,237605,5,15,2,1,0,4,1,3814,1,11,39,1
23,4,133547,11,9,0,12,1,4,1,6,0,59,39,0
45,4,112518,9,13,2,10,0,4,1,14,0,54,39,1
67,2,200196,12,13,2,3,0,4,1,0,1,40,39,1
23,0,253435,15,10,4,1,3,3,0,33,0,11,11,0
56,4,118309,11,9,0,7,4,4,0,9,0,40,39,0
19,0,107243,15,10,4,1,1,4,0,6,1,40,39,0
34,4,183153,7,12,2,12,0,4,1,26,1866,40,39,1
51,4,113258,9,13,2,4,0,4,1,7373,1,48,39,1
39,0,188365,9,13,2,4,0,4,1,0,1,40,39,1
18,4,139622,5,3,0,6,3,4,0,7,0,15,26,0
41,1,135524,9,13,2,12,0,4,1,0,1,58,39,1
37,2,247935,11,9,6,7,4,4,0,0,0,25,39,0
64,6,128158,15,13,0,3,1,4,1,0,0,50,39,1
69,2,193583,5,14,6,10,1,4,0,4401,2068,40,37,1
55,4,110786,11,9,4,4,1,4,1,0,0,50,39,0
19,0,118550,3,4,4,6,3,1,1,6,0,40,1,0
50,5,133400,15,10,2,7,0,4,1,39,0,45,39,0
28,4,264071,11,9,2,7,0,4,1,17,0,40,39,1
45,4,341561,15,10,3,7,4,4,0,7,1,50,31,0
44,1,201183,9,13,2,3,0,4,1,5,0,40,39,1
44,4,57477,9,13,2,4,0,4,1,3799,1,40,2,1
39,7,191355,11,9,2,10,0,4,1,4,0,40,39,1
52,4,158050,11,9,2,1,0,4,1,7783,1,36,39,1
70,5,139355,9,13,2,12,0,4,1,29,1,58,39,1
57,4,299181,15,6,5,1,4,4,0,22,1,35,39,0
50,1,131490,12,14,2,4,0,4,1,14,0,50,39,1
20,4,97010,11,9,4,4,2,4,1,0,0,40,36,0
23,4,391020,15,10,4,7,1,4,0,12,1,45,39,0
48,7,96504,11,9,0,10,4,2,0,9,0,40,39,0
24,0,209326,11,9,2,0,0,4,1,0,0,65,39,0
19,0,209176,15,10,4,1,4,4,0,2,1,40,39,0
60,8,176626,15,10,2,3,0,4,1,12,0,17,39,0
51,4,370762,15,10,0,7,1,4,1,3063,1,58,39,0
41,4,173802,11,9,4,7,0,0,1,20,0,57,39,0
31,4,244540,9,13,4,10,1,4,1,21,1,20,39,0
58,4,209661,15,10,0,7,5,4,0,13,1,36,39,0
39,6,217879,15,10,2,12,4,4,1,0,0,35,39,0
52,4,198306,11,9,2,12,0,4,1,17,2,60,39,0
48,4,233982,15,10,2,3,0,4,1,2,0,40,39,1
38,7,125668,12,14,2,10,0,4,1,30,1879,55,39,0
63,4,101295,11,9,2,3,0,4,1,19,1,40,39,1
35,4,336274,15,10,2,12,0,4,1,15,1,65,39,0
20,4,43770,9,13,4,1,1,4,0,10,1,14,39,0
32,4,125326,11,9,2,8,5,4,0,0,1,40,39,1
52,7,147163,9,13,2,1,0,4,1,11,1,59,39,0
22,4,140713,15,10,4,8,1,4,0,0,0,37,39,0
65,7,391662,12,14,2,10,2,4,1,50,0,45,39,1
55,6,173848,9,13,2,3,0,4,1,0,0,57,39,1
80,1,395235,12,14,2,10,0,4,1,19,2,45,39,1
40,2,102363,9,13,0,1,4,4,0,3592,0,40,39,0
55,1,120794,9,11,0,7,1,4,0,3834,0,40,39,0
29,7,174186,12,14,4,10,1,4,0,21,1,40,39,0
34,0,194598,15,10,2,3,0,2,1,28,1,71,39,1
49,4,110907,15,10,6,7,0,0,0,25,0,59,39,0
43,4,143184,12,14,0,4,1,4,1,0,0,45,39,1
25,4,88320,11,9,4,7,2,3,0,39,1,56,26,0
57,5,53925,11,9,2,12,0,4,1,31,1,59,39,0
67,0,208835,0,4,6,0,4,4,0,42,0,25,3,0
59,4,186260,9,13,2,7,0,3,1,25,1,40,39,1
23,4,182555,15,10,3,6,0,2,1,12,0,40,39,0
63,0,216838,11,9,2,1,5,4,1,0,0,40,39,0
30,4,215494,15,10,4,4,3,4,1,0,0,14,39,0
27,7,173205,9,13,2,10,0,4,1,34,0,40,39,1
38,4,108882,11,9,0,7,4,2,0,34,0,40,39,0
76,6,111256,11,9,2,7,0,4,1,3919,0,45,39,0
18,4,92506,15,10,4,12,2,2,1,16,1,36,39,0
19,4,122267,7,10,4,12,3,4,0,0,0,59,39,0
53,5,138940,15,10,2,4,0,4,1,13,0,45,39,1
18,4,159392,1,7,4,8,3,0,1,5,1,12,39,0
56,0,146812,5,11,0,1,4,4,0,45,0,53,31,0
44,6,88037,11,9,0,12,1,4,1,17,0,60,39,0
30,4,140775,11,15,2,8,5,4,0,4220,0,36,39,0
28,4,192227,9,13,4,4,1,4,1,34,1,50,39,1
21,8,183540,15,12,2,3,3,4,1,0,0,36,30,0
49,4,280215,5,3,6,8,2,4,0,15236,0,10,39,0
53,0,200378,11,9,0,1,1,4,1,25,2032,45,39,0
46,5,264598,9,13,2,4,0,4,1,7924,1,53,39,1
35,4,381293,9,13,2,10,0,4,1,12,1,45,39,1
60,7,161709,12,16,2,1,0,4,1,8026,1,36,39,1
32,4,186533,15,15,2,10,0,4,1,4556,0,50,39,1
30,4,151257,6,3,3,7,4,4,0,6,0,55,26,0
36,4,188014,11,9,0,1,1,4,0,21,1,40,39,0
32,4,170705,11,9,4,12,1,2,0,37,0,40,39,0
32,4,185142,1,7,4,8,3,2,1,2,0,56,39,0
26,7,168532,15,10,4,1,1,4,0,0,1,13,39,0
42,2,125937,8,4,6,10,5,4,0,28,1,36,39,0
32,0,422148,15,10,2,0,1,4,1,7,0,15,39,0
19,4,202531,11,9,4,3,1,4,1,0,0,40,39,0
19,4,177852,11,9,4,1,3,4,1,0,0,45,39,0
32,4,92077,2,11,4,3,1,4,0,10,1,40,39,0
20,4,160274,11,9,4,14,3,4,0,30,0,40,39,0
44,2,49179,12,14,2,10,0,4,1,15202,0,40,39,1
19,0,328250,11,9,4,1,0,4,1,17,1,40,39,0
34,1,213461,11,9,2,1,0,4,1,20,1,40,39,1
34,6,122473,11,9,2,14,0,4,1,48,1,40,39,1
37,6,198782,11,9,1,12,1,4,0,7,1,59,39,0
38,2,323029,9,13,2,4,5,4,0,0,0,58,39,1
22,0,213899,15,10,2,0,3,3,1,16,0,31,1,0
57,0,314142,9,13,6,12,1,4,0,21,0,24,39,0
31,4,87183,9,13,4,4,3,3,1,12,2,40,31,0
19,0,275795,7,12,4,1,3,4,1,13,0,36,39,0
46,7,308213,1,8,4,1,3,2,0,0,0,40,39,0
62,4,100701,5,4,2,12,0,1,1,5,0,40,39,0
22,4,33270,11,9,3,7,1,2,0,22,0,40,10,0
20,4,164276,9,13,4,1,3,4,1,30,2,40,39,0
35,4,144432,15,10,0,4,0,2,1,0,0,45,39,0
46,4,242607,12,11,2,10,0,4,1,33,0,40,1,1
56,4,129511,11,9,2,14,0,2,1,21,0,60,39,0
38,2,221880,15,10,0,10,1,4,0,15,1,40,39,0
34,4,185750,15,10,4,3,1,4,1,5,1,40,39,0
23,2,215087,15,10,4,4,1,4,1,9,0,40,39,0
41,6,181782,11,9,2,3,0,4,1,1,1,50,39,0
58,4,213281,5,4,4,8,1,4,0,3,0,40,26,0
28,4,206224,8,11,4,1,2,2,1,18,2,40,39,0
36,4,101518,11,9,2,3,0,0,1,20,1,40,39,0
27,4,155267,9,13,4,4,1,4,1,4,1,47,39,0
54,6,160259,12,14,2,4,0,4,1,7,2,41,39,1
32,4,167230,15,10,2,10,0,4,1,47,1,66,39,1
41,2,217728,9,13,0,10,1,4,0,8,1,50,39,1
47,4,133753,11,9,3,12,2,3,0,14,0,40,31,0
45,1,104139,11,9,2,1,5,1,0,5,1,40,35,0
35,1,99900,9,13,4,1,1,4,1,0,1861,40,39,0
35,4,210519,9,13,2,4,0,4,1,6,0,20,39,1
67,4,206332,1,15,2,12,0,4,1,15396,0,48,39,1
27,4,502811,9,4,4,7,2,3,0,0,1,40,39,0
38,4,30213,11,9,4,7,1,4,1,24,1,40,39,0
45,2,202636,15,10,2,1,0,4,1,4,1,40,39,1
17,4,228887,11,9,0,12,2,4,1,41,0,14,39,0
38,7,76969,11,9,2,12,0,4,1,0,0,40,39,0
19,4,262841,15,10,2,4,0,4,1,8,2,68,39,1
23,4,130190,9,13,4,10,3,1,1,1,0,59,22,0
22,0,260955,1,7,2,1,3,2,0,8,0,26,39,0
47,7,206808,12,14,2,3,0,0,1,7835,0,45,2,1
26,4,128810,8,11,5,10,1,4,0,15574,0,40,1,1
43,4,189102,15,10,0,8,1,2,0,0,0,36,39,0
17,4,203143,11,9,4,6,3,0,1,41,1915,14,39,0
20,0,215153,15,10,4,0,3,2,0,0,1,25,39,0
31,4,290198,11,9,4,7,1,4,0,5,0,40,39,0
42,2,117317,9,13,0,10,4,4,0,0,1,58,39,0
32,1,298790,9,13,2,1,0,2,1,20,1,40,30,1
22,4,199416,15,10,1,8,1,1,0,11,0,36,39,0
28,6,108324,11,9,0,1,4,4,0,27,0,40,39,0
18,4,140372,11,7,4,12,3,4,1,34,0,60,39,0
36,4,250832,11,9,2,3,5,4,1,23,0,59,39,0
17,4,204499,15,10,4,8,3,4,1,1,0,14,39,0
42,4,204187,8,11,5,10,4,4,0,32,1,40,39,1
29,4,353950,15,10,5,7,3,2,0,0,0,40,39,0
21,4,35064,11,9,2,10,1,0,1,31,0,58,39,0
43,6,197718,9,13,6,12,1,4,0,3909,0,40,39,1
31,6,152505,11,9,0,12,1,4,0,0,0,62,39,0
47,4,302106,12,6,2,3,0,4,1,0,1,40,39,1
44,0,145670,15,10,0,1,4,4,0,14,0,40,39,0
48,7,206718,1,7,6,10,4,4,0,1,1,21,39,0
40,2,189888,12,14,2,10,5,4,1,49,0,40,39,1
21,4,213039,12,14,6,4,1,4,0,0,1,45,39,1
17,6,257118,11,9,4,8,2,4,1,22,1,40,39,0
41,4,369902,9,13,2,10,5,4,0,15832,0,40,31,1
30,1,87682,9,13,2,10,0,1,1,7,0,40,21,1
70,6,354067,13,16,2,10,0,4,1,14978,1,62,39,1
44,4,177465,9,13,2,1,5,2,0,7,0,40,39,1
55,4,54117,11,9,5,1,4,4,0,44,0,11,39,0
35,4,342035,9,13,2,3,0,4,1,27,0,40,39,1
28,2,210606,12,14,2,10,0,4,1,15036,1,40,39,1
25,4,107217,15,10,0,12,1,4,1,20,1,71,39,0
41,7,470995,15,10,5,1,1,4,1,21,2,40,39,0
27,4,197078,11,9,4,3,4,4,1,0,1,40,39,0
17,4,364019,11,3,4,7,2,4,0,35,0,40,26,0
26,6,104149,11,9,0,1,1,4,1,16,1,40,39,0
41,6,40390,13,15,2,3,0,4,1,8171,0,51,39,1
28,4,189648,3,11,3,7,1,4,1,0,1,40,39,0
48,4,158698,15,10,1,7,5,4,1,4275,0,54,39,0
31,4,209993,15,10,4,4,1,2,1,2,1,36,39,0
21,4,212300,15,10,4,12,1,3,1,0,0,36,39,0
54,1,175422,7,12,2,1,0,0,1,29,0,40,39,0
22,4,104243,4,4,2,8,5,1,0,39,0,11,34,0
48,4,73173,11,9,6,8,1,4,0,42,0,24,39,0
58,6,216306,5,4,2,14,0,2,1,13,1,40,39,1
31,6,175633,11,9,2,12,0,4,1,0,1,60,39,1
19,4,276187,1,7,4,8,3,2,0,16,0,13,39,0
51,3,180454,9,13,4,12,3,4,1,0,0,61,39,1
55,2,215604,15,10,2,10,2,4,1,28,0,45,39,1
22,4,159035,11,9,4,6,3,2,1,12,0,40,39,0
26,4,210617,5,4,4,3,3,4,0,3627,0,40,26,0
52,4,87335,15,10,2,12,4,4,1,13,0,40,39,0
19,4,301760,15,10,2,3,1,4,1,12,1,40,39,0
19,4,199175,11,9,2,6,0,4,1,0,0,40,39,0
51,6,258265,15,10,3,4,1,4,0,14818,1,60,39,1
55,4,409248,15,10,3,12,1,2,1,0,1,53,37,0
65,2,173681,5,6,2,3,0,2,1,30,0,40,39,0
20,4,385513,15,10,4,7,3,3,0,20,0,40,39,0
32,4,294110,3,4,2,4,0,4,1,0,0,40,26,0
24,1,50463,9,13,4,4,1,2,1,0,0,40,39,0
62,4,148317,3,9,6,12,1,4,0,5,0,40,39,0
18,0,436791,1,7,4,0,3,4,1,14,1,16,39,0
17,4,109795,11,9,4,14,2,4,1,0,0,40,39,0
49,4,105758,15,10,2,4,0,1,1,5,1,50,1,1
31,4,293048,11,9,5,12,2,4,1,14,0,40,39,0
18,4,152024,11,9,4,6,2,4,1,24,0,59,39,0
30,6,123489,11,9,2,7,0,4,1,5,1,60,39,0
35,4,187781,15,10,0,4,1,4,1,8,0,65,39,1
58,6,185195,11,9,3,12,4,4,0,47,0,54,30,0
55,4,438938,3,7,5,7,4,2,0,4,2200,40,39,0
21,4,169673,4,14,5,10,0,1,0,18,1,40,21,0
20,4,324736,12,12,2,8,5,4,0,15215,0,20,39,1
47,1,24514,9,13,2,13,5,4,1,35,1,45,39,1
21,4,167035,11,9,4,12,1,4,1,0,1,50,39,1
44,4,312925,15,6,2,14,0,4,1,0,0,15,39,0
19,4,90591,11,9,4,7,1,0,1,29,0,40,39,0
47,4,123267,1,13,2,7,0,1,1,10,0,60,39,0
20,4,194375,15,10,2,12,1,1,1,11,0,63,39,0
32,4,188144,9,13,4,13,3,4,1,0,1,40,39,0
34,6,266823,13,15,2,10,0,4,1,14879,1859,40,39,1
49,7,176117,12,14,2,10,5,4,0,0,1,36,39,1
61,0,181533,1,4,5,0,4,2,0,12,0,25,39,0
19,4,90015,15,10,2,12,0,0,1,0,0,40,39,0
27,2,255891,9,13,5,1,4,2,0,1,0,40,11,0
35,5,341266,15,10,2,3,0,4,1,27,1,45,39,0
23,4,195121,15,10,4,8,1,1,1,17,1,14,31,0
26,7,172961,11,9,2,1,5,2,0,0,1,40,32,1
32,4,392886,9,13,2,10,0,4,1,45,1,60,39,1
32,4,137927,9,13,4,12,1,4,1,12,1,57,39,1
52,4,300337,11,6,6,8,4,0,0,16,0,56,39,0
50,4,181724,8,11,2,3,0,4,1,24,0,40,39,0
67,0,198848,1,7,0,0,4,2,0,0,1,13,39,0
27,2,219693,11,9,2,3,0,4,1,7635,0,40,39,1
31,6,285529,11,9,2,1,5,0,0,0,0,20,39,0
49,1,383633,9,13,5,10,1,2,0,0,0,57,39,0
43,2,392774,5,6,3,1,4,2,0,7,0,25,31,0
34,4,146704,11,9,3,0,2,4,0,27,0,40,39,0
58,6,171814,3,13,0,1,1,4,0,0,0,62,39,0
53,6,198959,11,9,4,1,2,4,1,14,0,51,39,1
39,4,93477,11,9,2,4,0,4,1,15115,1,45,39,1
21,4,208408,15,10,5,10,3,4,0,5,0,36,39,0
54,0,181017,11,9,4,4,3,2,1,0,0,50,39,0
27,4,30778,11,9,2,7,0,4,1,0,0,40,39,0
34,6,172152,11,9,0,1,1,4,1,0,1,15,39,0
35,4,180689,15,10,0,1,4,4,0,21,0,31,39,0
18,0,228818,1,7,4,0,2,4,0,0,0,25,39,0
38,4,471997,15,10,4,8,1,4,0,4,2103,13,39,0
25,4,423481,15,10,6,10,1,4,0,0,1,53,39,0
21,4,116900,11,9,4,6,3,4,1,21,1,40,39,0
17,0,247104,11,9,4,0,3,4,1,21,0,40,39,0
25,0,206126,15,10,4,0,3,4,1,0,1,26,39,0
50,1,85139,11,9,0,1,1,4,0,29,1,72,39,0
22,4,341103,15,12,4,10,1,4,1,23,0,40,39,0
57,4,216620,11,9,2,14,0,4,1,42,0,59,39,1
41,4,142114,15,10,2,10,4,3,0,13,2057,40,39,0
35,2,410339,15,10,2,7,0,4,1,19,1,52,39,1
64,4,187107,11,9,6,8,1,4,0,13,0,50,39,0
52,4,119684,11,9,4,1,1,4,0,27,1,40,39,0
65,4,181452,15,10,2,12,0,4,1,0,0,40,39,1
38,4,87580,9,13,2,12,0,4,1,13,0,40,39,1
31,4,406743,1,12,4,7,1,4,1,6,2,40,39,0
59,6,119244,11,9,4,4,1,4,1,37,1,45,39,1
24,2,361683,15,10,2,0,0,4,1,0,0,16,39,0
39,4,282288,15,10,0,3,1,4,1,0,1,45,39,1
21,4,110684,11,9,4,10,4,4,0,10,0,50,39,0
55,6,187329,12,9,2,10,0,4,1,8066,1,51,39,1
39,4,203236,9,13,2,13,0,4,1,14,0,40,39,1
55,4,395882,5,4,2,7,0,1,1,22,1,40,30,0
37,4,185641,11,9,0,8,4,4,0,34,0,40,39,0
18,4,92727,11,9,2,3,0,0,1,8,1,40,39,0
22,4,365090,15,10,2,12,0,4,1,10,0,40,39,0
35,4,104341,12,14,0,4,1,4,1,3366,0,40,39,0
37,4,216053,15,10,4,1,1,4,0,0,0,40,39,0
23,0,327270,15,10,4,0,3,2,1,7,0,25,39,0
57,6,408293,15,15,2,10,0,4,1,7924,2,45,39,1
29,6,207757,9,13,2,4,0,4,1,42,1,52,39,1
28,4,142249,9,13,2,13,0,1,1,12,0,40,31,1
33,6,200211,11,9,0,7,4,4,0,2,0,40,39,0
59,0,334596,9,13,6,0,3,4,0,0,0,40,39,0
51,2,144360,8,11,0,10,4,2,0,36,0,40,39,0
52,7,143167,9,14,2,10,0,4,1,28,0,52,39,1
33,1,102522,11,9,0,3,1,4,1,44,0,45,39,0
36,2,203602,1,11,0,0,1,2,0,0,1,40,39,0
26,6,174942,9,13,2,4,3,4,1,17,1,54,3,0
59,1,144391,9,13,2,1,0,4,1,5,1,40,39,0
24,4,370909,3,7,4,7,1,3,1,13,0,40,26,0
58,6,310481,9,13,2,3,0,4,1,5,1,52,39,0
37,6,201973,11,9,2,3,0,4,1,3,0,60,39,0
17,4,247959,3,3,4,7,2,4,0,14,0,12,26,0
53,5,211283,12,14,2,4,0,4,1,15124,1,65,39,1
20,4,153998,15,10,4,12,3,4,1,58,0,16,39,0
24,4,200057,11,9,4,7,3,2,1,0,0,40,39,0
59,4,420144,5,3,4,7,2,1,0,40,0,40,26,0
24,4,128729,15,10,4,10,1,4,1,20,1,40,39,0
33,0,48987,9,13,0,1,4,4,0,7,2044,30,39,0
36,2,152769,12,16,2,3,0,4,1,3469,2,40,39,0
53,6,148736,12,14,2,4,0,4,1,5,1,50,39,1
42,4,215129,7,12,0,4,4,4,1,7320,1,50,39,0
41,4,340371,8,14,2,3,0,4,1,30,0,45,39,1
28,6,171529,12,14,2,4,0,4,1,33,1,45,39,1
28,6,191369,9,13,2,5,0,4,1,3129,0,61,39,0
19,7,110640,11,9,2,8,5,4,1,33,2,60,39,1
19,4,175181,9,13,4,13,3,3,1,27,1,40,39,0
67,4,168128,12,15,2,8,0,4,1,4496,1,65,39,1
54,7,350012,8,11,0,10,4,4,0,3343,0,40,39,0
34,6,163226,15,10,5,12,1,4,1,25,0,58,39,0
23,4,158340,11,9,4,12,4,2,0,29,1,25,39,0
26,2,118432,11,9,2,7,5,2,0,0,2002,40,39,0
47,6,166073,11,9,6,12,1,4,0,5,2,56,39,0
40,4,220635,11,9,3,3,1,4,1,20,1,40,39,0
43,2,192450,11,9,3,1,4,2,0,5,1,40,39,0
45,4,224708,12,14,2,10,0,2,1,15484,1,62,39,1
56,6,264163,15,10,6,8,4,4,0,35,0,59,39,0
23,4,58135,1,7,4,8,3,2,0,36,0,13,39,0
53,4,126263,11,9,4,8,2,2,0,24,0,40,39,0
43,2,184419,12,14,0,4,1,4,1,10,1,45,39,1
49,6,154727,15,10,2,8,5,4,1,30,0,13,39,1
61,6,205169,12,14,2,4,0,4,1,24,1,59,39,1
19,6,155618,11,9,4,4,1,4,1,20,0,59,39,0
33,4,165130,11,9,0,7,4,4,1,20,0,40,39,0
41,4,322505,11,9,2,13,0,4,1,32,0,59,39,0
37,4,203106,12,10,2,10,5,4,0,4221,2,52,39,1
47,4,175501,9,13,2,10,5,2,0,15394,1,40,39,1
24,4,190808,11,9,4,14,3,4,1,23,0,40,39,0
40,4,213152,11,9,2,14,0,4,1,3913,1,40,39,1
25,4,210265,11,9,4,12,3,0,1,8,0,25,39,0
59,4,127532,3,9,5,8,4,4,1,4101,0,40,26,0
48,0,127212,11,9,0,1,1,4,0,12,2,26,39,0
26,4,272501,5,11,2,7,0,4,1,35,0,40,26,0
34,1,45351,4,4,2,1,0,4,1,3557,1,13,26,0
52,2,131720,15,10,5,1,1,4,0,0,0,36,39,1
32,4,192225,11,9,4,7,3,4,0,39,0,40,39,0
41,5,188355,15,10,2,4,0,4,1,45,0,45,39,1
45,4,149368,15,10,2,3,0,4,1,4013,0,40,39,1
17,6,233382,11,9,4,12,3,2,1,0,0,24,39,0
19,0,106200,15,10,4,0,1,4,0,0,1,11,39,0
81,6,43082,12,16,2,4,0,4,1,0,0,50,39,0
20,4,176647,5,3,4,8,2,4,0,45,0,25,26,0
19,4,188566,11,9,4,14,3,4,1,7,1,52,39,0
32,4,173140,15,10,6,1,4,4,0,0,1,57,39,0
29,0,86419,11,9,2,8,5,1,0,25,0,40,31,0
34,4,187893,11,9,2,3,0,0,1,22,0,59,39,0
25,7,154819,11,9,2,3,0,4,1,29,1,50,39,0
58,0,154668,11,9,6,0,4,4,0,0,0,30,39,0
54,4,25526,11,9,0,7,4,4,0,21,0,40,39,0
34,4,127339,8,15,2,3,0,4,1,5,1,52,39,0
73,0,377548,5,4,2,7,0,1,1,4,0,15,35,0
37,2,324762,3,9,0,1,3,4,0,14,0,8,39,0
23,4,214639,15,10,4,1,3,4,1,26,0,40,39,0
17,0,172219,7,12,4,0,3,4,1,28,1,14,39,0
42,4,148004,11,9,2,12,0,4,1,30,1,59,39,1
20,4,126663,1,6,4,10,1,2,0,15,0,40,39,0
48,4,162417,3,7,4,1,1,4,0,24,1,40,39,0
70,0,146475,5,3,6,1,1,4,0,4986,1,12,26,0
56,4,114871,11,9,6,4,1,4,1,41,0,56,39,0
31,4,190208,11,9,4,7,1,2,1,0,0,40,39,0
66,6,92111,12,14,2,10,5,4,0,7671,2,48,39,1
20,4,89881,11,9,4,14,3,4,1,0,0,59,39,0
18,4,157669,9,13,4,7,3,4,1,20,2,40,39,0
43,0,221970,5,4,0,3,4,2,1,5,0,40,39,0
26,7,46333,15,10,0,12,1,4,0,8,0,40,39,0
63,6,127914,9,13,2,4,0,4,1,2879,0,58,39,0
26,6,124108,11,9,2,7,0,4,1,9,0,60,39,0
55,2,148439,9,13,0,10,4,4,0,13,0,40,39,0
58,6,367061,9,13,2,13,0,4,1,3118,0,50,39,1
30,4,439941,11,9,2,3,0,4,1,15,0,40,39,0
20,2,99350,11,9,2,7,0,4,1,0,0,50,39,0
21,4,83349,11,9,4,12,1,4,1,0,1,55,39,0
23,0,388039,15,10,2,12,5,4,0,0,0,37,39,0
48,2,440121,15,10,2,10,0,2,1,62,1,40,39,0
29,4,83595,11,9,0,7,1,4,1,6,0,40,39,0
21,2,202977,15,10,4,0,1,2,0,2,1,55,39,0
19,4,180198,11,9,4,12,1,4,0,25,0,40,39,0
30,6,206593,15,13,2,4,1,4,1,2,0,50,39,0
52,4,403294,15,10,2,3,0,4,1,22,0,45,39,0
37,5,204844,11,9,2,12,0,4,1,18,0,68,39,0
18,4,77325,11,9,4,3,3,4,1,22,0,57,39,0
28,4,183680,9,13,4,3,2,4,1,0,0,50,37,0
27,4,185497,3,10,4,7,2,4,0,8,1,15,39,0
31,4,156200,11,9,4,3,4,1,0,0,0,59,39,0
56,4,137501,12,14,2,10,0,4,1,16,1,40,39,1
52,6,181095,4,4,2,7,0,4,1,0,1,14,1,1
23,7,28121,9,13,4,10,1,4,0,26,0,25,39,0
48,1,158622,15,10,0,12,1,4,0,21,1,55,39,0
22,4,112211,11,9,2,14,0,4,1,19,0,40,39,1
23,4,100167,11,9,2,3,0,4,1,7884,1,45,39,1
29,4,316613,11,9,0,10,1,4,1,12,1,40,39,0
20,7,418111,15,10,2,8,0,4,1,0,0,37,39,0
27,4,36914,8,11,0,7,4,4,1,0,0,40,30,1
18,4,161781,15,12,4,12,3,4,1,14,0,30,23,0
25,4,135061,11,9,2,8,4,3,0,0,2,60,35,0
29,6,121123,11,9,4,1,1,4,1,0,1,59,39,0
54,4,208031,12,14,4,10,1,4,0,7642,0,45,39,0
30,1,187882,12,14,2,1,5,4,0,35,1,60,1,1
36,4,194704,11,9,4,7,1,4,1,8,0,40,39,0
55,2,116502,9,13,0,4,1,2,0,0,0,53,39,0
17,4,352916,11,7,4,6,3,2,1,22,0,25,9,0
56,4,189804,1,11,0,13,4,2,0,10,1,40,39,0
64,4,320621,8,11,0,7,4,4,1,25,0,45,39,0
36,2,243598,12,15,2,7,0,4,1,19,1,40,39,1
20,2,174479,12,14,4,10,1,4,1,21,1,50,39,0
46,2,335125,13,15,2,10,5,4,0,7993,1,40,39,1
56,7,388512,15,10,2,10,5,2,0,3,1,40,39,0
36,4,110390,12,13,2,4,0,4,1,24,1,40,39,1
43,4,342472,9,13,3,7,4,4,1,27,0,42,32,1
21,2,87424,11,9,2,3,0,4,1,17,0,40,39,0
20,4,152488,15,10,4,12,3,4,0,28,0,14,39,0
26,4,309708,9,13,2,3,0,2,1,22,1,40,39,0
38,6,111986,9,13,0,13,1,4,0,3,0,50,39,0
24,1,391757,8,11,2,0,0,4,1,13,1,40,39,1
41,4,386336,15,10,2,3,0,4,1,0,1,45,39,1
48,4,48770,11,9,6,12,1,4,0,26,1,55,39,0
41,2,183374,15,10,0,7,4,4,0,10,2,40,39,0
40,4,133328,15,10,2,4,0,0,1,0,1,71,39,1
50,6,357267,15,10,2,3,0,4,1,16,0,72,39,1
29,4,615945,15,15,2,7,0,0,1,14,0,40,39,0
44,6,69223,11,9,2,13,0,4,1,7232,1,40,39,1
46,4,274029,5,4,2,7,0,1,0,0,0,40,26,0
44,4,42730,11,9,4,8,4,2,0,19,0,50,39,0
32,4,191061,11,9,0,12,1,4,0,29,1,59,39,0
48,4,331303,15,10,2,12,0,4,1,8334,1,45,39,1
18,0,388248,15,10,4,0,3,4,0,0,1,12,39,0
38,6,105690,9,13,2,4,0,4,1,8,1,45,39,1
23,4,347648,9,13,6,8,2,4,0,0,0,40,39,0
55,4,38494,11,9,2,12,5,2,1,0,0,30,39,1
49,4,87425,9,13,2,12,0,4,1,4339,1,53,39,1
22,4,163230,11,9,4,10,1,4,0,24,1,66,39,0
33,0,208175,15,10,2,10,0,4,1,12,0,25,39,1
24,4,90363,11,9,4,6,4,4,1,33,1,40,39,0
25,7,255145,9,13,4,1,1,4,0,0,1,40,39,0
28,6,125725,11,9,2,14,0,4,1,27,1,40,39,0
20,6,88804,11,9,2,7,0,3,1,0,0,61,39,0
59,6,154994,11,9,0,1,4,4,1,42,1,45,39,0
39,6,384775,9,13,2,4,0,4,1,0,1,54,39,1
58,4,615532,11,9,2,8,0,4,1,7498,0,36,39,0
23,2,231888,11,9,5,1,1,4,1,9,0,40,39,0
19,0,412105,5,6,3,12,2,4,1,0,0,40,31,0
29,4,136610,11,9,2,3,0,4,1,24,1,50,39,1
55,4,120326,11,9,0,3,1,4,1,0,0,54,39,0
17,0,205754,11,9,4,0,3,4,1,8,0,40,39,0
43,7,380912,15,10,0,12,1,4,0,0,1,31,39,0
21,2,218680,15,10,2,7,0,2,1,0,0,40,39,0
31,7,402279,9,13,2,13,0,3,1,4024,1,62,22,0
